1405203381338189835,2021-06-16 16:39:28,Officially have Pfizer &amp; Astrazeneca coursing through my veins. #FullyVaccinated 🩹💉,PSA ~ MNL,0,0,False
1405228493751865348,2021-06-16 18:19:15,"30 of the 43 doctors who have died of Covid in second wave in the state of West Bengal ,India were fully vaccinated

ARE THE VACCINES OF ANY USE  ?

@BharatBiotech
 @AstraZeneca
 @SerumInstIndia
 @sputnikvaccine
 @Novavax
 @pfizer
 @AFP

#VAERS_India @c400_t",alcala de guadaira,0,0,False
1405231109793882113,2021-06-16 18:29:39,My mates husband has been hospitalised and is being treated for Guillain-Barre syndrome caused by the AstraZeneca jab 😲 I'm fully vaccinated myself with Pfizer but this has shocked me!,"In bed, probably ",0,5,False
1405231116445880323,2021-06-16 18:29:40,"A real-world study undertaken by Public Health England in 14,019 people infected with the delta variant (B.1.617.2) in England found that vaccination with two doses of AstraZeneca and Pfizer offered high protection against hospitalization. 
#vaccine",,0,1,False
1405231582403780615,2021-06-16 18:31:31,"I have the feeling that I'm like the only one in my friend / acquaintance circle that got Astrazeneca. Everyone else is like only biontech or moderna but honestly nothing happened to me besides flu symptoms if your doc thinks you can take it, take the chance","Berlin, Deutschland",0,4,False
1405232680598487040,2021-06-16 18:35:53,"#DoubleVaxxed since yesterday, I'm lucky enough to have *2* #COVID19 chips !! 1st shot was an #AstraZeneca and the 2nd one was a #Pfizer.  I made sure I got the 4x4 option with the 2nd shot, winter is hard over here. #MAGAts will be mad when they learn what they're missin. 😜😁",,0,1,False
1405233725626097670,2021-06-16 18:40:02,Guess who gets his second prick tomorrow? 💉 #AstraZeneca,,0,1,False
1405234690538323981,2021-06-16 18:43:52,I am double jabbed. Still no bloody sticker! #COVIDVaccination #AstraZeneca,"Leeds, England",0,0,False
1405236692169146372,2021-06-16 18:51:50,"Costco North London: ""We currently have the AstraZeneca vaccine. Please log on to the Costco 530 Booking site to book your second  appointment."" @VaxHuntersCan",You are entitled to my opinion,0,5,False
1405236792345903111,2021-06-16 18:52:13,My dad finally got his first shot of astrazeneca 🥺🙏🏻,she/her ☆,0,3,False
1405239996085411841,2021-06-16 19:04:57,"Certainly hope that my second dose of AstraZeneca yesterday afternoon is efficacious - as how awful I feel now should at least be worthwhile.... Had Covid over Christmas &amp; both first &amp; now second jabs were not joyous, so hopefully this means a megaload of antibodies....",Pimlico,0,0,False
1405242409634643974,2021-06-16 19:14:33,"This girl is on 

ASTRAZENECA",,0,5,False
1405242740925927429,2021-06-16 19:15:52,#Kenya runs out of the second dose of coronavirus AstraZeneca vaccine - Health workers among millions of Kenyans waiting for the second dose - Authorities say they will get their due doses as soon as they become available again #COVID19,,1,0,False
1405246340951650312,2021-06-16 19:30:10,"Day 2 post dose 2 #AstraZeneca vaccine , cohort 4 . Having an immune response !!! Means my crohns drugs are working ! Vaccinated and doing well ! #COVIDVaccination","South Dublin, Ireland",0,3,False
1405247141120032774,2021-06-16 19:33:21,got my second shot today. Per aspera ad astrazeneca!,"Berlin, London, San Francisco",1,96,True
1405249270484062209,2021-06-16 19:41:49,"I had Astrazeneca for my first shot, and the second was Pfizer. If I get a Moderna shot I will have dominion over all of Middle-earth.","Toronto, Ontario",0,10,False
1405250225573306368,2021-06-16 19:45:36,"I hope the people behind the phishing scam that goes ""Your second AstraZeneca dose is ready at Shoppers, register now!"" a swift and painful trip to hell.","Vancouver, BC",0,0,False
1405250616897806337,2021-06-16 19:47:10,Had very bad reaction to my #firstdose #AstraZeneca so getting #Pfizer for my 2nd. Anyone else had this and know what to expect? #vaccinehelp #adviceneeded #mixmatch,Scotland,0,0,False
1405251300619657222,2021-06-16 19:49:53,Astrazeneca checkkk,,0,0,False
