1405106153642676224,2021-06-16 10:13:07,"I wanted to do somethin for Sonic's 30th anniversary,ima draw classic and moderna with a Nice birthday cake cos i'm too lazy to draw the other sonics",,0,0,False
1405107872556535815,2021-06-16 10:19:57,"Finally had my first vaccine and I got Moderna, very happy to have Dolly Parton’s magic protection sprinkled upon me 🥰","London, UK",1,9,False
1405108372064673802,2021-06-16 10:21:56,"Moderna, part 1 of 2, done.",Iceland,0,9,False
1405109454018916352,2021-06-16 10:26:14,First dose of Moderna vaccine done 💉✅ Hopefully a win for #WAL later!,"Worcester, England",0,1,False
1405111073703968772,2021-06-16 10:32:40,Fun side effect of moderna vaxx two: incredible nightmares. Multiple times woken up by my spouse because I was screaming. Absolutely terrible. And yet: #GoGetVaccinated,,0,0,False
1405112550354788353,2021-06-16 10:38:32,Woke up this morning after my 2nd dose (Moderna) yesterday afternoon and feeling fine. Just a bit of a sore arm but still going to attempt my weight workout:) Maybe the key was Tylenol &amp; loads of water. Might get worse later too! For those who are curious.,Mississauga,0,24,False
1405113437307424769,2021-06-16 10:42:03,"Moderna vaccine has had my life, 3 days ago I had it and I feel like I’ve been hit by a bus",Altofts,0,1,False
1405113505141837824,2021-06-16 10:42:20,"Got vaxxed 💉
Guess who’s on my certificate? Hint- Not me! 😛
P.s. also didn’t know that one vial has multiple doses, 10 precisely. Is that a good idea given the vaccination is against a communicable disease? 🦠
#COVIDVaccination #COWIN #vaccine #COVISHIELD #Moderna",,0,0,False
1405113809807814658,2021-06-16 10:43:32,"#GenevaSummit2021 BREAKING NEWS 

My summit with the vaccination center at Geneva airport ended well. I got my second #Moderna shot. World peace can start now!","Genf, Schweiz",0,6,False
1405114359299313664,2021-06-16 10:45:43,6 a.m. Day two of trying to get 2e dose of Moderna vaccine. Still receiving blank calendars from original pharmacy that cannot be changed. #modernaquebec @cdube_sante @sante_qc,,0,2,False
1405114595837198337,2021-06-16 10:46:40,"So, here's my question. Morally endowed companies, such as Pfizer and Moderna have applied for full FDA approval and should have it in a few months. 

Will this be the first FDA approved product to still have 2-3 more years of clinical studies because nothing is known about it?",,9,26,False
1405115379375030274,2021-06-16 10:49:46,hehe got my 1st dose of moderna👅,22 | she/her | 🇸🇰,0,1,False
1405116118340096006,2021-06-16 10:52:43,"As other countries pass mandatory vaccine laws, Moderna and Pfizer are trying to get full approval for their vaccines, which is needed to make them mandatory. Doing this as people who got their Vax are now developing blood clots..but it's just conspiracy.",WEST BY GOD VIRGINIA ,0,0,False
1405117456167817216,2021-06-16 10:58:02,I’ve joined the Moderna gang where my homies at,,0,1,False
1405117960440758273,2021-06-16 11:00:02,"Moderna backer Flagship Pioneering has raised its largest fund of $3.4bn, with founder Noubar Afeyan noting that it would be spent on ""pioneering science, company creation and growth.""",Global,0,0,False
1405118055479484416,2021-06-16 11:00:24,"!!!!! oomfs who got the moderna vaccine, did you have any side effects? and if you did which ones?", •  ITA/ENG • she/her • 23yo •,0,3,False
1405118292658855942,2021-06-16 11:01:21,"Taiwan 🇹🇼 Covid-19 Vaccinations, as of June 15

Doses administered: 1009160
Per 100 people: 4.290
By vaccine:
- AstraZeneca 971655
- Moderna 37505

Population vaccinated/fully vaccinated:
4.187% / 0.102%",香港 Hong Kong,1,4,False
1405118399588491266,2021-06-16 11:01:46,im getting first dose today if they try to give me moderna im gonna pretend to faint,she/they,0,12,False
1405121471396007943,2021-06-16 11:13:59,"Booked in for my second dose! I'm going to prepare for the rumored ""second shot is worse than the first shot"" for Moderna. 😬😫😝 I will be joining the temporary sick side effect gang gang possibly next week. 👀😅🙃",Canada,0,3,False
